batch_size,sequence_length,model_dimension,precision,is_causal,device,O_diff_l2,O_diff_max,K_grad_diff_l2_rel,K_grad_diff_max,V_grad_diff_l2_rel,V_grad_diff_max,Q_grad_diff_l2_rel,Q_grad_diff_max
3,512,128,torch.float16,False,cuda,0.008821026422083378,0.00013783574104309082,0.0002493858337402344,0.00048828125,0.00011038780212402344,0.0009765625,0.0003261566162109375,0.00048828125
3,512,128,torch.float32,True,cuda,0.08351420611143112,0.0027912259101867676,0.0016883417265489697,0.005327939987182617,0.000378507626010105,0.0036020278930664062,0.0016801321180537343,0.0029764175415039062
3,512,128,torch.float32,False,cuda,0.048224132508039474,0.0013001561164855957,0.0018258063355460763,0.003209352493286133,0.00037999192136339843,0.001417994499206543,0.0018650704296305776,0.0025693178176879883
3,1024,32,torch.bfloat16,True,cuda,0.07536128163337708,0.00785517692565918,0.001556396484375,0.015625,0.0008087158203125,0.03125,0.0027008056640625,0.0078125
3,1024,32,torch.bfloat16,False,cuda,0.03533460944890976,0.000898510217666626,0.00136566162109375,0.0078125,0.000659942626953125,0.0078125,0.002685546875,0.001953125
3,1024,32,torch.float16,True,cuda,0.009543233551084995,0.0009768009185791016,0.0002052783966064453,0.001953125,0.00012481212615966797,0.00390625,0.0003349781036376953,0.0009765625
3,1024,32,torch.float16,False,cuda,0.004505045246332884,0.00014418363571166992,0.00016129016876220703,0.0009765625,8.243322372436523e-05,0.0009765625,0.0003275871276855469,0.000244140625
3,1024,32,torch.float32,True,cuda,0.04926000162959099,0.002377748489379883,0.0017317841993644834,0.01030588150024414,0.0004263580485712737,0.006657600402832031,0.0016734820092096925,0.0027527809143066406
3,1024,32,torch.float32,False,cuda,0.025927230715751648,0.0010045170783996582,0.0018199505284428596,0.004978060722351074,0.0004225368029437959,0.0018306970596313477,0.0019461704650893807,0.0011432766914367676
3,1024,128,torch.bfloat16,True,cuda,0.1530224233865738,0.0076825618743896484,0.0020599365234375,0.015625,0.000888824462890625,0.03125,0.0026702880859375,0.0078125
3,1024,128,torch.bfloat16,False,cuda,0.07158283144235611,0.0010304152965545654,0.0017852783203125,0.00390625,0.00052642822265625,0.0078125,0.002593994140625,0.001953125
3,1024,128,torch.float16,True,cuda,0.018828541040420532,0.0009510517120361328,0.00026154518127441406,0.001953125,0.00010412931442260742,0.00390625,0.0003349781036376953,0.0009765625
3,1024,128,torch.float16,False,cuda,0.009090333245694637,0.00011512637138366699,0.00021922588348388672,0.0009765625,7.706880569458008e-05,0.0009765625,0.0003256797790527344,0.000244140625
3,1024,128,torch.float32,True,cuda,0.0934067890048027,0.00255662202835083,0.0016901963390409946,0.006119966506958008,0.0003748058225028217,0.0033059120178222656,0.0016702854773029685,0.003131866455078125
3,1024,128,torch.float32,False,cuda,0.05043397471308708,0.001145780086517334,0.0018191265407949686,0.0023881196975708008,0.00037583100493066013,0.0012837648391723633,0.0019284926820546389,0.0010159611701965332
